run_id,loop,estimator,T,time,estimation_error_norm
33e0cf8b (Q1),1,EKF,30.0,0.52,0.326759
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.52,0.327121
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.52,0.327747
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.52,0.321698
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.52,0.321810
33e0cf8b (Q1),1,EKF,30.0,0.53,0.342950
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.53,0.343201
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.53,0.344123
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.53,0.337370
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.53,0.337151
33e0cf8b (Q1),1,EKF,30.0,0.54,0.323187
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.54,0.324657
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.54,0.324262
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.54,0.318908
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.54,0.319093
33e0cf8b (Q1),1,EKF,30.0,0.55,0.323519
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.55,0.324511
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.55,0.324525
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.55,0.319647
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.55,0.319780
33e0cf8b (Q1),1,EKF,30.0,0.56,0.329416
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.56,0.331020
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.56,0.330320
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.56,0.325376
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.56,0.325460
33e0cf8b (Q1),1,EKF,30.0,0.57,0.331703
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.57,0.333895
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.57,0.332493
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.57,0.328040
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.57,0.327985
33e0cf8b (Q1),1,EKF,30.0,0.58,0.320487
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.58,0.322255
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.58,0.320801
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.58,0.317518
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.58,0.317666
33e0cf8b (Q1),1,EKF,30.0,0.59,0.322535
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.59,0.323837
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.59,0.322813
